section,category,slot,buildingId,buildingName,nativeTool,imageId,frame,sharedFamily,screenRect,evidenceType,confidence,source,contradictions
native-inferred,农业,5,,麻农场,cropFarm,1497,0,crop_field,"{""x"": 966, ""y"": 374, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 1, ""slot"": 5}}",inferred,medium,OriginalConstructionButtonSpriteCatalog.cropImageID + ContentView cropOrder,crop_shares_sprite_across_crops
native-inferred,农业,6,,茶农场,cropFarm,1509,0,crop_orchard,"{""x"": 858, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 2, ""slot"": 6}}",inferred,medium,OriginalConstructionButtonSpriteCatalog.cropImageID + ContentView cropOrder,crop_shares_sprite_across_crops
native-inferred,农业,7,,桑树农场,cropFarm,1509,0,crop_orchard,"{""x"": 912, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 2, ""slot"": 7}}",inferred,medium,OriginalConstructionButtonSpriteCatalog.cropImageID + ContentView cropOrder,crop_shares_sprite_across_crops
native-inferred,农业,8,,漆树农场,cropFarm,1509,0,crop_orchard,"{""x"": 966, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 2, ""slot"": 8}}",inferred,medium,OriginalConstructionButtonSpriteCatalog.cropImageID + ContentView cropOrder,crop_shares_sprite_across_crops
native-inferred-category-rail,住宅,0,,住宅,,1323,0,,"{""x"": 803, ""y"": 38, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 0}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,农业,1,,农业,,1327,0,,"{""x"": 803, ""y"": 76, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 1}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,工业,2,,工业,,1331,0,,"{""x"": 803, ""y"": 114, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 2}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,商业,3,,商业,,1335,0,,"{""x"": 803, ""y"": 152, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 3}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,安全,4,,安全,,1339,0,,"{""x"": 803, ""y"": 190, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 4}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,category_icon_semantic_remap
native-inferred-category-rail,行政,5,,行政,,1343,0,,"{""x"": 803, ""y"": 228, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 5}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,娱乐,6,,娱乐,,1347,0,,"{""x"": 803, ""y"": 266, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 6}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,category_icon_semantic_remap
native-inferred-category-rail,宗教,7,,宗教,,1351,0,,"{""x"": 803, ""y"": 304, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 7}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,军事,8,,军事,,1355,0,,"{""x"": 803, ""y"": 342, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 8}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,美化,9,,美化,,1359,0,,"{""x"": 803, ""y"": 380, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 9}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
native-inferred-category-rail,纪念,10,,纪念,,1319,0,,"{""x"": 803, ""y"": 418, ""w"": 48, ""h"": 37, ""coordSpace"": ""classicCanvas_1024x768"", ""railIndex"": 10}",inferred,medium,OriginalInterfaceIconSpriteCatalog bases + ConstructionToolCategory.originalInterfaceIcon + ContentView categoryRail,
runtime-unknown-image,农业,11,193,农田,farmland,,,,"{""x"": 966, ""y"": 480, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 3, ""slot"": 11}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,工业,6,44,漆器作坊,lacquerwareWorkshop,,,,"{""x"": 858, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 2, ""slot"": 6}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,工业,7,46,玉雕坊,jadeWorkshop,,,,"{""x"": 912, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 2, ""slot"": 7}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,商业,6,70,茶铺,teaShop,,,,"{""x"": 858, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 2, ""slot"": 6}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,商业,7,69,丝绸铺,silkShop,,,,"{""x"": 912, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 2, ""slot"": 7}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,商业,8,68,漆器铺,lacquerwareShop,,,,"{""x"": 966, ""y"": 427, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 2, ""slot"": 8}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,商业,9,64,青铜器铺,bronzewareShop,,,,"{""x"": 858, ""y"": 480, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 3, ""slot"": 9}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,安全,3,126,路障,roadblock,,,,"{""x"": 858, ""y"": 374, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 1, ""slot"": 3}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,行政,0,,巡察塔,inspectorTower,,,,"{""x"": 858, ""y"": 321, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 0, ""slot"": 0}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,军事,0,,部队集结,rally,,,,"{""x"": 858, ""y"": 321, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 0, ""slot"": 0}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,军事,2,129,城墙,cityWall,,,,"{""x"": 966, ""y"": 321, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 0, ""slot"": 2}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,军事,3,130,城门,gatehouse,,,,"{""x"": 858, ""y"": 374, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 1, ""slot"": 3}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,军事,4,131,城防塔,tower,,,,"{""x"": 912, ""y"": 374, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 1, ""slot"": 4}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,0,,郑国渠分段,grandCanalSegment,,,,"{""x"": 858, ""y"": 321, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 0, ""slot"": 0}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,1,,土长城分段,earthenGreatWallSegment,,,,"{""x"": 912, ""y"": 321, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 0, ""slot"": 1}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,2,82,大宫殿,largePalace,,,,"{""x"": 966, ""y"": 321, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 0, ""slot"": 2}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,3,,大宫殿施工,largePalacePhase,,,,"{""x"": 858, ""y"": 374, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 1, ""slot"": 3}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,4,,陵墓分段施工,phasedMonumentPhase,,,,"{""x"": 912, ""y"": 374, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 1, ""slot"": 4}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,9,76,陵冢,tumulus,,,,"{""x"": 858, ""y"": 480, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 3, ""slot"": 9}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,10,77,大陵冢,grandTumulus,,,,"{""x"": 912, ""y"": 480, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 3, ""slot"": 10}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,11,84,地下兵马俑坑,undergroundVault,,,,"{""x"": 966, ""y"": 480, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 2, ""row"": 3, ""slot"": 11}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,12,78,大庙,greatTemple,,,,"{""x"": 858, ""y"": 533, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 0, ""row"": 4, ""slot"": 12}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
runtime-unknown-image,纪念,13,79,宏伟庙宇,splendidTemple,,,,"{""x"": 912, ""y"": 533, ""w"": 54, ""h"": 53, ""coordSpace"": ""classicCanvas_1024x768_unscrolled"", ""grid"": {""col"": 1, ""row"": 4, ""slot"": 13}}",unknown,low,NativeConstructionTool present in ClassicControlPanel grid; no OriginalConstructionButtonSpriteCatalog row,missing_bbutton_mapping
